,Team_Id,Team_Name,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
33856,1277,Michigan St,2014,122,1277,86,1234,76,H,0,28,48,10,17,20,26,8,21,20,16,9,7,20,28,60,7,20,13,15,13,14,15,13,10,1,21
33857,1277,Michigan St,2014,130,1277,67,1321,51,N,0,27,60,8,19,5,10,16,24,15,10,4,8,11,19,47,7,19,6,8,5,19,11,11,3,1,14
33858,1277,Michigan St,2014,131,1277,83,1458,75,N,0,29,51,7,13,18,28,9,23,15,8,6,4,22,22,50,7,18,24,31,9,19,13,6,2,2,18
33859,1277,Michigan St,2014,132,1277,69,1276,55,N,0,27,54,2,17,13,16,14,24,14,10,7,6,19,17,54,6,23,15,16,13,15,7,9,3,3,15
34103,1278,Minnesota,2014,4,1278,81,1250,62,H,0,27,59,9,25,18,21,12,26,19,12,11,4,15,22,61,8,29,10,14,14,21,10,16,6,4,18
34104,1278,Minnesota,2014,8,1278,84,1285,58,H,0,27,61,11,25,19,28,14,31,14,8,9,7,21,20,50,6,22,12,22,5,24,10,13,3,4,26
34105,1278,Minnesota,2014,12,1278,74,1350,59,A,0,25,67,7,25,17,28,19,35,9,8,5,0,20,22,60,3,25,12,18,7,30,9,8,3,6,24
34106,1278,Minnesota,2014,15,1278,82,1157,72,H,0,27,62,8,28,20,24,12,21,15,10,11,4,16,28,54,9,20,7,8,7,26,18,20,2,3,25
34107,1278,Minnesota,2014,17,1278,79,1459,57,H,0,30,59,8,23,11,13,12,24,20,8,8,12,20,18,58,4,21,17,20,18,17,13,11,4,1,13
34108,1278,Minnesota,2014,29,1278,71,1199,61,H,0,18,53,7,16,28,38,13,19,12,6,8,5,25,20,43,2,10,19,29,10,26,14,17,2,9,27
34109,1278,Minnesota,2014,33,1278,80,1309,65,H,0,25,51,8,20,22,27,13,22,15,16,13,8,17,25,55,5,12,10,19,13,16,13,17,8,2,20
34110,1278,Minnesota,2014,36,1278,75,1355,59,H,0,27,62,8,26,13,15,15,25,21,7,7,2,15,22,54,6,20,9,11,8,22,16,9,3,3,14
34111,1278,Minnesota,2014,46,1278,92,1303,79,H,0,31,60,9,23,21,29,9,28,14,10,10,3,16,26,62,10,24,17,20,10,25,13,15,5,1,23
34112,1278,Minnesota,2014,54,1278,65,1394,44,H,0,22,59,9,26,12,22,17,26,17,12,9,6,19,17,48,1,15,9,16,8,25,9,18,6,6,19
34113,1278,Minnesota,2014,62,1278,82,1345,79,H,0,24,46,11,24,23,27,9,21,14,13,5,8,19,25,63,9,21,20,28,21,15,15,8,8,3,20
34114,1278,Minnesota,2014,65,1278,68,1336,65,A,0,21,51,4,16,22,34,12,27,9,14,7,7,25,22,58,3,19,18,29,14,25,10,14,4,7,28
34115,1278,Minnesota,2014,73,1278,63,1326,53,H,0,24,47,3,14,12,16,11,28,13,18,12,4,18,18,51,6,16,11,18,8,16,11,13,8,3,18
34116,1278,Minnesota,2014,79,1278,81,1458,68,H,0,33,56,4,7,11,11,10,22,16,7,6,3,21,22,50,5,20,19,23,9,13,8,6,4,3,14
34117,1278,Minnesota,2014,96,1278,66,1231,60,H,0,26,58,5,16,9,11,9,21,14,10,7,5,15,22,50,5,14,11,16,11,24,8,16,7,8,13
34118,1278,Minnesota,2014,104,1278,54,1321,48,A,0,19,41,6,13,10,18,7,29,7,17,3,6,17,16,53,6,19,10,14,10,20,9,8,9,4,17
34119,1278,Minnesota,2014,113,1278,95,1234,89,H,0,30,49,11,19,24,29,7,22,19,14,9,3,20,31,64,10,25,17,22,13,15,17,13,9,4,25
34120,1278,Minnesota,2014,124,1278,81,1336,63,H,0,25,45,7,20,24,29,5,21,14,12,10,1,20,19,47,5,13,20,23,9,18,10,16,5,2,22
34121,1278,Minnesota,2014,129,1278,63,1336,56,N,0,21,48,7,17,14,23,7,26,13,9,6,7,16,19,59,5,21,13,14,15,26,10,10,4,6,19
34346,1279,Mississippi,2014,4,1279,69,1407,54,H,0,25,72,6,28,13,23,26,27,11,12,8,5,23,17,49,4,17,16,25,10,28,9,15,3,1,21
34347,1279,Mississippi,2014,12,1279,72,1157,70,A,0,20,50,8,19,24,40,6,35,10,15,9,9,20,26,70,5,27,13,24,14,34,10,12,7,4,28
34348,1279,Mississippi,2014,18,1279,111,1290,82,H,0,36,71,9,19,30,38,18,28,17,11,10,8,13,30,69,12,24,10,15,13,24,14,16,4,3,28
34349,1279,Mississippi,2014,22,1279,84,1299,50,H,0,29,57,10,22,16,24,8,25,19,9,9,9,19,12,47,4,17,22,29,13,24,8,21,3,3,20
34350,1279,Mississippi,2014,25,1279,77,1210,67,N,0,27,62,8,21,15,21,12,28,12,10,6,10,21,23,63,7,20,14,22,15,27,14,12,7,2,16
34351,1279,Mississippi,2014,26,1279,79,1336,76,N,0,30,65,11,24,8,18,12,26,16,7,5,9,17,28,59,9,22,11,18,9,28,15,9,5,6,15
34352,1279,Mississippi,2014,40,1279,72,1292,63,H,0,23,51,7,18,19,29,7,20,13,8,10,5,18,24,60,4,18,11,21,21,27,15,14,3,3,21
34353,1279,Mississippi,2014,44,1279,75,1419,62,H,0,22,54,10,25,21,27,9,24,15,12,13,7,11,25,66,7,17,5,10,20,25,15,17,8,3,21
34354,1279,Mississippi,2014,56,1279,79,1443,74,A,0,27,60,9,16,16,25,9,26,11,11,9,5,19,22,56,12,28,18,25,12,29,16,17,2,3,20
34355,1279,Mississippi,2014,66,1279,65,1120,62,H,0,23,53,7,14,12,21,13,17,14,9,10,7,13,22,56,8,22,10,15,19,21,13,18,7,5,20
34356,1279,Mississippi,2014,72,1279,88,1261,74,H,1,28,65,10,22,22,27,15,34,22,14,7,5,20,24,65,8,26,18,30,15,26,15,15,10,9,22
34357,1279,Mississippi,2014,75,1279,75,1376,74,A,0,21,49,5,21,28,37,8,23,9,20,12,10,27,22,60,6,21,24,36,18,22,15,21,9,5,29
34358,1279,Mississippi,2014,79,1279,63,1435,52,A,0,25,69,6,18,7,12,20,24,9,9,14,6,14,20,53,3,20,9,17,13,27,10,17,2,9,13
34359,1279,Mississippi,2014,82,1279,82,1280,63,H,0,29,63,7,21,17,20,12,31,12,9,6,8,15,24,59,9,20,6,14,9,23,18,11,6,2,16
34360,1279,Mississippi,2014,89,1279,75,1376,71,H,0,26,59,6,19,17,24,11,17,13,9,6,5,21,23,49,7,15,18,27,12,26,13,18,3,6,21
34361,1279,Mississippi,2014,96,1279,91,1281,88,H,0,29,58,14,29,19,28,14,20,19,11,6,3,19,28,59,11,28,21,26,11,22,15,12,3,2,26
34362,1279,Mississippi,2014,114,1279,79,1104,67,H,0,24,58,5,21,26,31,17,25,13,14,7,3,23,20,48,6,23,21,28,7,17,12,14,7,1,24
34363,1279,Mississippi,2014,124,1279,65,1435,62,H,0,18,54,5,22,24,39,13,22,9,5,10,7,15,20,50,8,24,14,16,9,29,15,17,1,0,25
34364,1279,Mississippi,2014,129,1279,78,1280,66,N,0,27,60,12,30,12,17,10,25,15,10,7,3,25,19,49,7,18,21,33,12,24,8,17,6,2,19
34621,1280,Mississippi St,2014,4,1280,71,1341,56,H,0,27,64,4,12,13,21,25,26,13,21,8,2,19,19,50,3,22,15,21,9,18,6,19,10,4,22
34622,1280,Mississippi St,2014,10,1280,78,1244,55,H,0,28,60,8,23,14,25,16,17,16,12,15,4,19,20,44,6,17,9,17,11,22,14,26,4,3,23
34623,1280,Mississippi St,2014,15,1280,94,1290,72,H,0,35,67,5,14,19,27,16,25,17,11,10,3,17,28,59,4,12,12,14,8,19,12,18,7,1,21
34624,1280,Mississippi St,2014,23,1280,58,1238,56,H,0,20,46,4,13,14,19,8,25,6,19,6,6,16,20,54,1,10,15,19,11,21,5,15,8,0,16
34625,1280,Mississippi St,2014,27,1280,65,1260,64,H,1,22,47,4,16,17,28,7,20,10,9,7,1,19,23,54,6,19,12,14,12,23,12,14,2,1,24
34626,1280,Mississippi St,2014,39,1280,68,1368,62,N,0,25,46,3,8,15,28,5,29,12,14,8,4,15,25,63,6,24,6,8,9,22,12,12,6,1,24
34627,1280,Mississippi St,2014,43,1280,78,1197,65,H,0,20,51,5,18,33,45,7,33,13,12,12,5,12,25,73,8,21,7,12,18,30,12,15,8,4,29
34628,1280,Mississippi St,2014,45,1280,66,1195,53,H,0,23,50,5,14,15,26,12,21,8,17,15,0,18,21,46,3,18,8,15,7,23,6,21,6,3,21
34629,1280,Mississippi St,2014,48,1280,71,1378,66,N,0,25,55,5,14,16,25,9,23,12,13,10,1,17,24,52,6,15,12,15,6,25,11,18,3,4,19
34630,1280,Mississippi St,2014,59,1280,77,1271,63,H,0,29,62,6,15,13,18,18,25,18,13,7,3,7,26,63,8,29,3,4,12,17,15,11,6,1,13
34631,1280,Mississippi St,2014,68,1280,76,1279,72,H,0,22,58,4,21,28,42,10,27,17,9,11,6,13,26,69,10,29,10,12,16,31,11,16,6,4,24
34632,1280,Mississippi St,2014,75,1280,81,1401,72,H,1,29,55,3,10,20,32,9,29,16,14,11,4,16,25,56,8,20,14,21,6,27,13,15,5,0,27
34633,1280,Mississippi St,2014,79,1280,82,1120,74,H,0,22,44,7,18,31,43,4,23,16,9,3,6,15,28,58,6,21,12,13,8,24,11,13,6,3,30
34634,1280,Mississippi St,2014,128,1280,82,1435,68,N,0,32,54,6,13,12,16,8,25,21,13,8,1,13,25,56,8,25,10,16,9,16,14,13,4,3,16
34885,1281,Missouri,2014,4,1281,89,1368,53,H,0,31,57,12,23,15,27,13,34,14,9,5,5,14,21,62,7,28,4,6,8,18,17,9,2,5,22
34886,1281,Missouri,2014,8,1281,72,1356,59,H,0,24,53,7,18,17,27,8,29,10,12,6,3,18,25,59,6,20,3,9,9,28,11,14,4,0,21
34887,1281,Missouri,2014,12,1281,92,1218,80,N,0,34,59,4,12,20,32,13,31,16,16,7,7,21,28,67,5,21,19,25,12,18,8,13,5,2,24
34888,1281,Missouri,2014,19,1281,72,1205,63,H,0,25,57,2,14,20,25,17,29,11,21,9,5,19,19,56,6,18,19,28,11,18,10,14,10,2,22
34889,1281,Missouri,2014,21,1281,78,1237,64,H,0,28,55,8,19,14,18,7,26,12,10,4,1,14,27,61,5,19,5,10,10,23,10,12,5,3,17
34890,1281,Missouri,2014,24,1281,78,1321,67,N,0,25,47,4,14,24,35,12,23,8,11,6,1,22,19,44,9,24,20,25,4,16,11,14,4,0,22
34891,1281,Missouri,2014,25,1281,83,1305,70,N,0,23,49,6,20,31,33,6,33,8,9,3,3,20,20,58,6,21,24,29,10,21,5,8,5,6,23
34892,1281,Missouri,2014,31,1281,80,1452,71,H,0,27,51,5,16,21,31,11,29,13,15,5,2,20,27,65,4,19,13,21,14,18,8,10,5,2,26
34893,1281,Missouri,2014,33,1281,80,1417,71,H,0,23,55,10,26,24,32,17,30,12,18,4,5,17,23,61,5,20,20,26,12,18,9,11,13,1,22
34894,1281,Missouri,2014,41,1281,66,1444,60,H,0,23,46,6,16,14,19,6,34,10,14,3,7,14,21,70,5,24,13,14,14,22,10,7,8,4,18
34895,1281,Missouri,2014,54,1281,68,1301,64,A,0,21,52,7,18,19,26,15,23,9,10,6,2,16,25,61,6,21,8,14,16,19,17,8,3,6,18
34896,1281,Missouri,2014,61,1281,69,1253,59,H,0,24,46,4,16,17,25,12,25,8,11,2,1,19,17,51,7,26,18,25,13,16,12,10,6,1,22
34897,1281,Missouri,2014,68,1281,70,1120,68,A,0,17,52,5,15,31,41,20,24,9,15,4,5,23,23,53,8,23,14,26,9,19,9,10,7,8,28
34898,1281,Missouri,2014,75,1281,68,1104,47,H,0,20,47,3,10,25,34,11,25,4,7,9,3,20,14,48,5,20,14,22,15,21,9,15,2,5,24
34899,1281,Missouri,2014,82,1281,82,1376,74,H,0,26,48,8,17,22,33,8,25,18,11,2,3,17,23,59,10,26,18,22,13,19,12,11,5,2,29
34900,1281,Missouri,2014,85,1281,75,1116,71,A,0,23,52,7,15,22,27,16,26,9,19,5,4,16,23,59,12,29,13,19,9,17,15,12,11,6,21
34901,1281,Missouri,2014,101,1281,86,1116,85,H,0,24,55,4,17,34,38,12,28,9,13,4,3,25,26,61,4,16,29,37,12,22,14,8,5,3,25
34902,1281,Missouri,2014,103,1281,75,1397,70,H,0,26,46,3,5,20,26,7,21,8,11,6,4,22,22,55,4,21,22,29,16,18,9,11,3,4,22
34903,1281,Missouri,2014,107,1281,67,1435,64,H,0,21,44,8,18,17,27,4,25,11,9,5,4,14,24,60,6,19,10,14,11,24,16,9,4,2,18
34904,1281,Missouri,2014,117,1281,85,1280,66,H,0,33,53,8,19,11,15,7,25,19,9,5,7,19,24,59,10,24,8,12,13,15,14,12,2,2,14
34905,1281,Missouri,2014,121,1281,57,1401,56,H,0,16,47,1,11,24,30,17,22,5,17,4,5,13,22,50,5,18,7,10,7,17,12,11,11,3,21
34906,1281,Missouri,2014,129,1281,91,1401,83,N,2,22,52,7,22,40,53,19,29,11,18,12,2,24,27,64,9,25,20,28,12,16,13,14,9,3,33
35045,1282,Missouri KC,2014,16,1282,79,1404,67,A,0,29,50,7,15,14,22,4,32,22,21,8,3,22,21,65,7,24,18,23,16,20,13,17,6,2,22
35046,1282,Missouri KC,2014,33,1282,88,1464,80,H,0,30,54,6,11,22,35,12,24,15,16,6,1,14,30,56,7,20,13,19,5,19,13,12,8,5,23
35047,1282,Missouri KC,2014,44,1282,69,1275,55,H,0,26,57,8,27,9,13,5,26,17,15,8,3,18,20,49,3,13,12,18,9,27,9,25,5,5,17
35048,1282,Missouri KC,2014,59,1282,80,1225,74,A,0,29,65,7,25,15,22,14,22,13,8,4,3,20,26,55,6,19,16,24,10,27,12,11,3,2,22
35049,1282,Missouri KC,2014,61,1282,95,1370,84,A,0,28,48,11,20,28,38,8,25,17,16,12,1,21,33,73,5,26,13,22,21,19,16,15,9,4,26
35050,1282,Missouri KC,2014,75,1282,68,1308,66,H,0,27,58,2,6,12,16,11,22,11,12,6,2,21,23,56,3,17,17,27,14,20,7,12,6,8,17
35051,1282,Missouri KC,2014,82,1282,70,1167,69,A,0,24,55,6,17,16,27,9,28,12,12,5,2,18,24,64,6,21,15,15,12,27,15,13,8,6,23
35052,1282,Missouri KC,2014,110,1282,74,1430,56,H,0,24,48,9,20,17,25,3,29,11,8,9,5,14,21,59,6,25,8,12,9,28,11,10,2,0,19
35053,1282,Missouri KC,2014,115,1282,85,1213,80,A,0,31,56,11,21,12,17,5,16,15,4,6,2,17,25,48,8,17,22,28,10,23,17,12,2,3,16
35054,1282,Missouri KC,2014,122,1282,82,1370,73,N,0,25,54,5,16,27,37,9,23,14,13,8,6,21,22,61,10,27,19,27,15,25,10,16,7,2,27
35267,1283,Missouri St,2014,4,1283,79,1330,67,A,1,23,59,7,16,26,36,12,40,8,13,2,4,26,23,68,7,23,14,25,13,31,12,11,1,3,32
35268,1283,Missouri St,2014,12,1283,96,1409,93,H,0,27,54,9,15,33,49,14,24,11,8,1,4,29,29,59,5,14,30,38,10,23,11,6,7,3,34
35269,1283,Missouri St,2014,16,1283,97,1212,67,H,0,34,57,11,25,18,25,6,30,23,14,8,2,18,22,57,4,17,19,24,8,17,14,16,8,0,20
35270,1283,Missouri St,2014,20,1283,81,1214,67,H,0,31,59,4,12,15,23,7,25,15,10,11,3,18,24,64,8,24,11,15,14,24,8,17,5,3,18
35271,1283,Missouri St,2014,22,1283,54,1251,52,H,0,19,56,5,22,11,19,15,20,7,8,4,6,17,21,49,6,16,4,15,12,24,11,15,1,4,20
35272,1283,Missouri St,2014,25,1283,73,1401,67,N,0,22,57,8,26,21,23,10,24,12,9,8,1,17,27,56,2,16,11,16,9,26,8,14,5,3,19
35273,1283,Missouri St,2014,39,1283,70,1331,67,A,0,25,58,4,12,16,18,4,27,5,7,5,2,15,23,49,8,17,13,20,2,31,11,13,4,9,19
35274,1283,Missouri St,2014,47,1283,68,1105,47,H,0,17,50,9,20,25,31,11,36,11,14,2,5,17,15,56,6,26,11,17,7,27,11,11,7,6,26
35275,1283,Missouri St,2014,55,1283,81,1369,78,H,0,27,59,8,20,19,28,14,25,13,16,6,4,22,25,59,10,21,18,26,14,21,13,14,10,4,24
35276,1283,Missouri St,2014,59,1283,78,1229,70,H,1,26,64,9,26,17,25,10,28,21,8,4,5,12,28,62,9,21,5,13,9,28,17,11,3,6,24
35277,1283,Missouri St,2014,65,1283,68,1133,65,A,0,23,45,10,23,12,19,3,19,16,11,5,2,19,21,48,8,19,15,21,10,25,11,13,8,2,19
35278,1283,Missouri St,2014,78,1283,64,1191,61,H,0,24,63,4,21,12,19,18,25,14,11,4,1,19,19,44,4,13,19,25,3,25,12,12,7,5,21
35279,1283,Missouri St,2014,82,1283,69,1356,63,H,0,21,42,7,14,20,23,8,16,13,8,3,3,16,23,50,6,14,11,18,14,16,14,10,4,1,21
35280,1283,Missouri St,2014,89,1283,74,1133,61,H,0,25,44,12,25,12,16,3,21,16,9,5,6,19,19,51,7,18,16,20,13,16,13,9,4,2,20
35281,1283,Missouri St,2014,93,1283,66,1191,54,A,0,21,52,5,16,19,30,12,32,14,14,9,1,24,18,51,0,13,18,28,8,26,8,16,3,6,23
35282,1283,Missouri St,2014,100,1283,69,1179,63,H,0,20,54,6,21,23,29,12,23,12,10,7,5,19,24,46,6,19,9,17,4,23,13,13,6,4,22
35283,1283,Missouri St,2014,110,1283,77,1232,66,H,0,21,47,7,16,28,32,6,22,13,11,8,5,21,17,47,5,24,27,31,7,20,9,15,5,4,23
35284,1283,Missouri St,2014,113,1283,72,1260,56,H,0,28,56,6,15,10,15,10,23,17,8,4,5,18,21,44,9,18,5,14,6,21,14,13,6,2,18
35285,1283,Missouri St,2014,123,1283,53,1229,48,N,0,18,55,7,20,10,19,19,26,12,15,4,5,17,16,51,7,26,9,17,12,24,6,14,10,4,18
35447,1284,Monmouth NJ,2014,4,1284,88,1220,84,A,0,30,71,10,26,18,27,19,29,18,11,6,3,22,28,66,9,31,19,27,14,26,14,12,3,4,20
35448,1284,Monmouth NJ,2014,25,1284,81,1290,79,H,0,26,52,8,14,21,35,8,26,12,7,3,6,14,31,68,11,27,6,10,14,26,15,11,5,1,25
35449,1284,Monmouth NJ,2014,26,1284,76,1299,61,H,0,24,60,6,18,22,26,15,24,17,15,10,3,24,19,53,3,13,20,27,12,23,4,22,5,4,25
35450,1284,Monmouth NJ,2014,36,1284,73,1383,58,A,0,23,50,8,16,19,20,8,29,14,18,6,2,15,23,58,3,21,9,14,9,19,7,13,8,4,17
35451,1284,Monmouth NJ,2014,40,1284,74,1127,46,H,0,28,63,11,28,7,15,13,28,18,7,3,3,24,12,46,3,22,19,30,11,27,6,16,4,6,20
35452,1284,Monmouth NJ,2014,47,1284,87,1200,78,H,0,30,69,12,30,15,20,16,28,13,14,10,4,20,24,57,10,26,20,23,6,26,9,15,7,6,18
35453,1284,Monmouth NJ,2014,59,1284,63,1373,59,H,0,20,50,3,10,20,35,11,24,12,14,11,10,20,21,55,5,11,12,20,17,24,11,23,5,4,27
35454,1284,Monmouth NJ,2014,67,1284,85,1310,74,A,0,27,43,5,11,26,33,5,27,16,22,12,2,27,19,52,6,23,30,41,12,13,8,20,15,1,26
35455,1284,Monmouth NJ,2014,76,1284,83,1145,82,H,0,30,57,8,20,15,26,11,19,12,20,13,3,21,26,51,12,25,18,22,9,24,9,24,9,4,22
35456,1284,Monmouth NJ,2014,80,1284,63,1193,60,H,0,23,48,3,11,14,24,12,27,13,14,6,4,19,20,53,12,33,8,12,10,20,14,12,3,5,21
35457,1284,Monmouth NJ,2014,116,1284,75,1310,50,H,0,26,51,6,10,17,23,8,28,18,18,8,2,28,13,42,1,13,23,37,11,21,2,24,7,4,22
35688,1285,Montana,2014,10,1285,77,1355,69,A,0,26,46,11,23,14,20,1,28,15,7,3,0,23,25,58,6,20,13,21,11,25,9,7,2,3,19
35689,1285,Montana,2014,37,1285,69,1225,58,H,0,21,48,9,18,18,24,6,28,13,10,4,5,21,22,59,7,16,7,18,15,24,7,8,2,2,21
35690,1285,Montana,2014,54,1285,72,1225,71,A,0,20,46,6,20,26,32,4,20,8,6,8,3,21,25,52,3,14,18,33,17,25,8,17,2,2,25
35691,1285,Montana,2014,61,1285,82,1170,70,H,0,29,50,5,16,19,23,6,19,12,9,8,2,18,26,52,7,23,11,18,10,18,10,13,4,1,18
35692,1285,Montana,2014,73,1285,84,1315,71,H,0,23,44,6,13,32,41,5,24,12,7,4,1,22,22,41,7,16,20,30,3,21,12,11,4,1,31
35693,1285,Montana,2014,80,1285,59,1226,54,A,0,21,51,12,26,5,6,10,20,16,14,7,3,14,20,50,6,16,8,10,12,20,8,15,9,3,14
35694,1285,Montana,2014,87,1285,69,1381,61,A,0,20,42,7,16,22,33,7,17,10,9,7,4,19,21,46,2,8,17,21,8,22,12,14,5,3,24
35695,1285,Montana,2014,91,1285,70,1286,66,A,0,20,45,7,22,23,29,5,29,8,10,3,1,21,22,55,4,16,18,24,8,24,6,7,5,2,22
35696,1285,Montana,2014,94,1285,82,1340,76,H,1,27,52,8,16,20,28,8,18,11,10,4,5,24,26,53,4,11,20,31,14,20,10,12,5,3,24
35697,1285,Montana,2014,96,1285,82,1186,77,H,0,26,58,10,24,20,28,13,25,12,6,4,4,22,24,62,5,22,24,30,14,24,8,7,1,4,24
35698,1285,Montana,2014,108,1285,68,1451,57,H,0,27,47,3,11,11,15,6,15,10,3,2,1,15,22,42,5,12,8,12,7,16,7,9,0,1,14
35699,1285,Montana,2014,110,1285,62,1226,61,H,0,21,47,7,20,13,18,6,20,11,6,1,3,19,19,41,6,14,17,24,7,22,12,9,3,1,20
35700,1285,Montana,2014,117,1285,82,1381,54,H,0,30,54,11,23,11,19,12,23,16,9,4,3,21,18,54,4,10,14,21,15,16,3,13,4,3,19
35701,1285,Montana,2014,119,1285,53,1286,50,H,0,20,47,7,24,6,9,10,15,10,11,4,1,18,19,39,0,7,12,19,9,20,6,12,5,0,16
35702,1285,Montana,2014,122,1285,70,1170,55,A,0,25,46,8,20,12,17,6,19,14,9,5,2,18,20,43,5,16,10,15,8,20,9,15,4,1,18
35865,1286,Montana St,2014,18,1286,59,1141,54,A,0,21,54,5,19,12,16,8,32,12,12,6,2,19,17,50,6,29,14,18,4,29,7,14,4,2,16
35866,1286,Montana St,2014,22,1286,77,1169,62,H,0,25,48,12,26,15,19,7,23,16,17,7,1,16,23,54,3,8,13,19,12,19,10,18,13,1,18
35867,1286,Montana St,2014,41,1286,72,1339,69,A,0,24,53,4,11,20,31,6,28,12,10,11,2,15,26,57,7,23,10,12,5,29,19,15,4,7,20
35868,1286,Montana St,2014,59,1286,70,1170,55,H,0,26,55,13,29,5,8,4,27,13,7,8,1,14,21,55,6,20,7,9,8,27,7,9,4,1,15
35869,1286,Montana St,2014,61,1286,68,1319,66,H,0,24,49,5,15,15,22,10,21,5,15,4,1,13,25,56,10,19,6,6,10,19,10,13,6,5,17
35870,1286,Montana St,2014,66,1286,79,1340,76,A,0,27,48,8,15,17,25,6,23,17,13,8,3,15,30,55,8,18,8,10,4,17,17,12,6,0,20
35871,1286,Montana St,2014,73,1286,70,1294,55,H,0,27,60,5,16,11,13,8,24,12,6,6,1,14,22,47,1,12,10,13,4,27,4,11,4,1,17
35872,1286,Montana St,2014,89,1286,54,1381,52,A,0,19,53,3,11,13,18,12,20,6,14,9,1,15,20,44,2,12,10,15,7,24,14,20,3,6,19
35873,1286,Montana St,2014,96,1286,69,1340,64,H,0,24,51,5,10,16,24,9,29,5,9,6,2,16,23,60,6,21,12,16,10,24,8,8,3,4,19
35874,1286,Montana St,2014,101,1286,78,1315,70,A,0,22,42,6,9,28,32,8,22,9,17,5,0,13,26,60,11,32,7,15,15,13,16,10,13,4,21
35875,1286,Montana St,2014,108,1286,66,1226,60,H,0,22,52,5,15,17,19,10,23,5,10,4,1,17,22,51,2,16,14,19,9,21,11,10,6,4,17
35876,1286,Montana St,2014,115,1286,77,1381,72,H,1,21,51,5,16,30,41,7,29,7,10,8,1,18,27,57,7,20,11,23,6,27,13,14,2,2,27
36048,1287,Morehead St,2014,8,1287,71,1190,63,A,0,22,60,9,25,18,26,20,25,10,15,10,1,24,20,48,4,19,19,28,7,23,14,14,6,4,20
36049,1287,Morehead St,2014,13,1287,102,1267,94,H,1,28,62,6,20,40,65,16,24,17,16,14,2,32,29,56,7,23,29,43,8,31,16,26,6,6,44
36050,1287,Morehead St,2014,15,1287,74,1297,61,A,0,22,51,7,23,23,39,18,23,13,17,7,0,24,18,47,5,21,20,25,9,22,7,21,5,4,29
36051,1287,Morehead St,2014,20,1287,63,1305,58,A,0,21,52,6,19,15,22,14,25,9,18,7,4,22,17,50,5,17,19,25,12,21,9,16,7,4,20
36052,1287,Morehead St,2014,24,1287,88,1151,75,N,0,34,47,2,5,18,25,7,22,10,17,9,2,20,27,53,8,23,13,21,8,8,11,16,6,0,20
36053,1287,Morehead St,2014,28,1287,74,1460,69,H,0,25,54,1,16,23,32,13,26,13,19,7,2,21,27,56,8,21,7,15,8,19,18,18,5,6,28
36054,1287,Morehead St,2014,45,1287,120,1377,83,H,0,44,80,17,32,15,20,16,27,32,11,14,5,22,26,58,9,21,22,28,8,24,17,19,6,7,17
36055,1287,Morehead St,2014,59,1287,70,1188,63,A,0,23,55,5,23,19,25,11,30,8,20,5,4,30,16,50,6,20,25,37,11,25,13,19,7,5,24
36056,1287,Morehead St,2014,61,1287,85,1183,77,A,0,25,59,1,12,34,47,15,27,6,13,12,5,20,28,65,4,18,17,25,15,24,13,21,6,8,27
36057,1287,Morehead St,2014,73,1287,80,1369,67,H,0,23,55,8,24,26,29,8,30,19,12,8,1,19,25,56,6,18,11,21,5,26,18,14,5,3,19
36058,1287,Morehead St,2014,75,1287,82,1404,75,H,0,27,62,2,14,26,37,18,22,17,17,12,3,23,21,54,8,26,25,27,10,22,9,19,12,3,28
36059,1287,Morehead St,2014,82,1287,80,1398,74,A,1,22,47,4,11,32,39,14,21,5,13,4,2,22,25,54,7,20,17,25,14,16,10,13,4,1,34
36060,1287,Morehead St,2014,89,1287,65,1240,54,H,0,23,48,3,7,16,22,12,28,13,16,6,2,21,19,49,6,22,10,15,4,17,13,13,6,7,18
36061,1287,Morehead St,2014,96,1287,86,1184,79,A,0,28,48,5,12,25,31,8,26,13,16,5,3,23,25,54,7,16,22,32,6,14,12,8,8,0,26
36062,1287,Morehead St,2014,101,1287,69,1240,67,A,0,20,46,3,10,26,33,12,26,11,19,8,1,21,23,54,5,12,16,21,9,17,12,11,9,5,22
36063,1287,Morehead St,2014,103,1287,79,1399,53,A,0,27,49,4,12,21,29,7,29,13,12,7,5,25,18,52,3,10,14,24,10,20,9,15,5,6,25
36064,1287,Morehead St,2014,107,1287,90,1122,88,H,2,27,64,10,29,26,35,17,23,21,19,8,5,28,29,57,5,13,25,35,10,22,11,21,9,10,26
36065,1287,Morehead St,2014,122,1287,76,1399,61,N,0,24,54,2,13,26,38,14,24,12,14,14,2,25,19,46,6,18,17,28,9,23,9,22,5,9,30
36260,1288,Morgan St,2014,21,1288,74,1265,67,N,1,28,62,5,13,13,19,14,26,11,12,6,9,14,24,66,8,20,11,18,19,22,13,14,3,5,16
36261,1288,Morgan St,2014,33,1288,87,1224,58,H,0,33,56,6,18,15,24,12,26,19,17,9,7,17,19,52,5,14,15,20,9,16,9,20,6,0,20
36262,1288,Morgan St,2014,44,1288,85,1219,74,H,0,29,57,3,11,24,41,16,20,13,11,11,3,23,22,47,7,19,23,28,8,26,12,19,4,4,26
